CYCLE	CMDPOS0	CMDPOS1	CMDPOS2	CMDPOS3
2945	127	16	672	75
2946	127	16	672	75
2947	127	16	671	75
2948	127	16	671	75
2949	127	16	671	75
2950	127	16	670	75
2951	127	16	670	75
2952	127	16	669	75
2953	127	16	669	75
2954	127	16	669	75
2955	127	16	668	75
2956	128	16	668	75
2957	128	16	668	75
2958	128	16	667	75
2959	128	16	667	75
2960	128	16	667	75
2961	128	16	666	75
2962	128	16	666	75
2963	128	16	666	75
2964	128	16	665	75
2965	128	16	665	75
2966	128	16	665	75
2967	128	16	664	75
2968	128	16	664	75
2969	128	16	664	75
2970	128	16	663	75
2971	128	16	663	75
2972	128	16	663	75
2973	128	16	662	75
2974	128	16	662	75
2975	128	16	662	75
2976	128	17	661	75
2977	128	17	661	75
2978	128	17	661	75
2979	128	17	661	75
2980	128	17	660	75
2981	128	17	660	75
2982	128	17	660	75
2983	128	17	659	75
2984	128	17	659	75
2985	128	17	659	75
2986	129	17	658	75
2987	129	17	658	75
2988	129	17	658	75
2989	129	17	658	75
2990	129	17	657	75
2991	129	17	657	75
2992	129	17	657	75
2993	129	17	656	75
2994	129	17	656	75
2995	129	17	656	75
2996	129	17	656	75
2997	129	17	655	75
2998	129	17	655	75
2999	129	17	655	75
3000	129	17	655	75
3001	129	17	654	75
3002	129	17	654	75
3003	129	17	654	75
3004	129	17	653	75
3005	129	17	653	75
3006	129	17	653	75
3007	129	17	653	75
3008	129	17	652	75
3009	129	17	652	75
3010	129	17	652	75
3011	129	17	652	75
3012	129	17	651	75
3013	129	17	651	75
3014	129	18	651	75
3015	129	18	651	75
3016	129	18	650	75
3017	129	18	650	75
3018	129	18	650	75
3019	129	18	650	75
3020	129	18	649	75
3021	129	18	649	75
3022	129	18	649	75
3023	129	18	649	75
3024	129	18	649	75
3025	130	18	648	75
3026	130	18	648	75
3027	130	18	648	75
3028	130	18	648	75
3029	130	18	647	75
3030	130	18	647	75
3031	130	18	647	75
3032	130	18	647	75
3033	130	18	647	75
3034	130	18	646	75
3035	130	18	646	75
3036	130	18	646	75
3037	130	18	646	75
3038	130	18	646	75
3039	130	18	645	75
3040	130	18	645	75
3041	130	18	645	75
3042	130	18	645	75
3043	130	18	645	75
3044	130	18	644	75
3045	130	18	644	75
3046	130	18	644	75
3047	130	18	644	75
3048	130	18	644	75
3049	130	18	643	75
3050	130	18	643	75
3051	130	18	643	75
3052	130	18	643	75
3053	130	18	643	75
3054	130	18	643	75
3055	130	18	642	75
3056	130	18	642	75
3057	130	18	642	75
3058	130	18	642	75
3059	130	18	642	75
3060	130	18	642	75
3061	130	18	641	75
3062	130	18	641	75
3063	130	18	641	75
3064	130	18	641	75
3065	130	18	641	75
3066	130	18	641	75
3067	130	18	641	75
3068	130	19	640	75
3069	130	19	640	75
3070	130	19	640	75
3071	130	19	640	75
3072	130	19	640	75
3073	130	19	640	75
3074	130	19	640	75
3075	130	19	639	75
3076	130	19	639	75
3077	130	19	639	75
3078	130	19	639	75
3079	130	19	639	75
3080	130	19	639	75
3081	130	19	639	75
3082	130	19	638	75
3083	131	19	638	75
3084	131	19	638	75
3085	131	19	638	75
3086	131	19	638	75
3087	131	19	638	75
3088	131	19	638	75
3089	131	19	638	75
3090	131	19	638	75
3091	131	19	637	75
3092	131	19	637	75
3093	131	19	637	75
3094	131	19	637	75
3095	131	19	637	75
3096	131	19	637	75
3097	131	19	637	75
3098	131	19	637	75
3099	131	19	637	75
3100	131	19	637	75
3101	131	19	637	75
3102	131	19	636	75
3103	131	19	636	75
3104	131	19	636	75
3105	131	19	636	75
3106	131	19	636	75
3107	131	19	636	75
3108	131	19	636	75
3109	131	19	636	75
3110	131	19	636	75
3111	131	19	636	75
3112	131	19	636	75
3113	131	19	636	75
3114	131	19	636	75
3115	131	19	635	75
3116	131	19	635	75
3117	131	19	635	75
3118	131	19	635	75
3119	131	19	635	75
3120	131	19	635	75
3121	131	19	635	75
3122	131	19	635	75
3123	131	19	635	75
3124	131	19	635	75
3125	131	19	635	75
3126	131	19	635	75
3127	131	19	635	75
3128	131	19	635	75
3129	131	19	635	75
3130	131	19	635	75
3131	131	19	635	75
3132	131	19	635	75
3133	131	19	635	75
3134	131	19	635	75
3135	131	19	635	75
3136	131	19	635	75
3137	131	19	635	75
3138	131	19	634	75
3139	131	19	634	75
3140	131	19	634	75
3141	131	19	634	75
3142	131	19	634	75
3143	131	19	634	75
3144	131	19	634	75
3145	131	19	634	75
3146	131	19	634	75
3147	131	19	634	75
3148	131	19	634	75
3149	131	19	634	75
3150	131	19	634	75
3151	131	19	634	75
3152	131	19	634	75
3153	131	19	634	75
3154	131	19	634	75
3155	131	19	635	75
3156	131	19	635	75
3157	131	19	635	75
3158	131	19	635	75
3159	131	19	635	75
3160	131	19	635	75
3161	131	19	635	75
3162	131	19	636	75
3163	131	19	636	75
3164	131	19	636	75
3165	131	19	636	75
3166	131	19	637	75
3167	131	19	637	75
3168	131	19	637	75
3169	131	19	638	75
3170	131	19	638	75
3171	131	19	638	75
3172	131	19	639	75
3173	131	19	639	75
3174	131	19	640	75
3175	131	19	640	75
3176	131	18	641	75
3177	131	18	641	75
3178	131	18	642	75
3179	131	18	642	75
3180	131	18	643	75
3181	131	18	644	75
3182	131	18	644	75
3183	131	18	645	75
3184	131	18	646	76
3185	131	18	646	76
3186	131	18	647	76
3187	131	18	648	76
3188	131	18	648	76
3189	131	18	649	76
3190	131	18	650	76
3191	131	17	651	76
3192	131	17	652	76
3193	131	17	652	76
3194	131	17	653	76
3195	131	17	654	76
3196	131	17	655	76
3197	131	17	656	76
3198	131	17	657	76
3199	131	17	658	76
3200	131	17	659	76
3201	131	17	660	76
3202	131	16	661	76
3203	131	16	662	76
3204	131	16	663	76
3205	131	16	664	76
3206	131	16	665	76
3207	131	16	666	77
3208	131	16	668	77
3209	131	16	669	77
3210	131	16	670	77
3211	131	16	671	77
3212	131	15	672	77
3213	131	15	674	77
3214	131	15	675	77
3215	131	15	676	77
3216	131	15	678	77
3217	131	15	679	77
3218	131	15	680	77
3219	131	14	682	77
3220	131	14	683	77
3221	131	14	685	77
3222	131	14	686	77
3223	131	14	687	77
3224	131	14	689	78
3225	131	14	690	78
3226	131	13	692	78
3227	131	13	694	78
3228	131	13	695	78
3229	131	13	697	78
3230	131	13	698	78
3231	131	13	700	78
3232	131	13	702	78
3233	130	12	703	78
3234	130	12	705	78
3235	130	12	707	78
3236	130	12	708	78
3237	130	12	710	79
3238	130	12	712	79
3239	130	11	714	79
3240	130	11	716	79
3241	130	11	717	79
3242	130	11	719	79
3243	130	11	721	79
3244	130	10	723	79
3245	130	10	725	79
3246	130	10	727	79
3247	130	10	729	79
3248	130	10	731	80
3249	130	10	733	80
3250	130	9	735	80
3251	130	9	737	80
3252	130	9	739	80
3253	130	9	741	80
3254	130	9	743	80
3255	130	8	745	80
3256	130	8	747	80
3257	130	8	750	80
3258	130	8	752	81
3259	130	8	754	81
3260	130	7	756	81
3261	130	7	758	81
3262	130	7	761	81
3263	130	7	763	81
3264	129	6	765	81
3265	129	6	768	81
3266	129	6	770	81
3267	129	6	772	81
3268	129	6	775	82
3269	129	5	777	82
3270	129	5	779	82
3271	129	5	782	82
3272	129	5	784	82
3273	129	4	787	82
3274	129	4	789	82
3275	129	4	792	82
3276	129	4	794	83
3277	129	3	797	83
3278	129	3	800	83
3279	129	3	802	83
3280	128	3	805	83
3281	128	2	808	83
3282	128	2	810	83
3283	128	2	813	83
3284	128	2	816	84
3285	128	1	818	84
3286	128	1	821	84
3287	128	1	824	84
3288	128	1	827	84
3289	128	0	830	84
3290	128	0	832	84
3291	128	-0	835	84
3292	127	-0	838	85
3293	127	-1	841	85
3294	127	-1	844	85
3295	127	-1	847	85
3296	127	-1	850	85
3297	127	-2	853	85
3298	127	-2	856	85
3299	127	-2	859	86
3300	127	-3	862	86
3301	126	-3	865	86
3302	126	-3	868	86
3303	126	-3	871	86
3304	126	-4	874	86
3305	126	-4	877	86
3306	126	-4	881	87
3307	126	-4	884	87
3308	126	-5	887	87
3309	125	-5	890	87
3310	125	-5	893	87
3311	125	-6	897	87
3312	125	-6	900	88
3313	125	-6	903	88
3314	125	-6	907	88
3315	125	-7	910	88
3316	124	-7	913	88
3317	124	-7	916	88
3318	124	-8	919	88
3319	124	-8	923	89
3320	124	-8	926	89
3321	124	-8	929	89
3322	124	-9	932	89
3323	123	-9	935	89
3324	123	-9	938	89
3325	123	-9	941	89
3326	123	-10	944	90
3327	123	-10	947	90
3328	123	-10	950	90
3329	122	-10	953	90
3330	122	-11	956	90
3331	122	-11	959	90
3332	122	-11	962	90
3333	122	-11	965	91
3334	122	-12	968	91
3335	122	-12	970	91
3336	121	-12	973	91
3337	121	-12	976	91
3338	121	-13	979	91
3339	121	-13	982	91
3340	121	-13	984	91
3341	121	-13	987	92
3342	120	-13	990	92
3343	120	-14	992	92
3344	120	-14	995	92
3345	120	-14	998	92
3346	120	-14	1000	92
3347	120	-14	1003	92
3348	120	-15	1006	92
3349	119	-15	1008	93
3350	119	-15	1011	93
3351	119	-15	1013	93
3352	119	-15	1016	93
3353	119	-16	1018	93
3354	119	-16	1021	93
3355	119	-16	1023	93
3356	118	-16	1025	93
3357	118	-16	1028	94
3358	118	-17	1030	94
3359	118	-17	1032	94
3360	118	-17	1035	94
3361	118	-17	1037	94
3362	118	-17	1039	94
3363	117	-17	1042	94
3364	117	-18	1044	94
3365	117	-18	1046	94
3366	117	-18	1048	94
3367	117	-18	1050	95
3368	117	-18	1053	95
3369	117	-18	1055	95
3370	116	-18	1057	95
3371	116	-19	1059	95
3372	116	-19	1061	95
3373	116	-19	1063	95
3374	116	-19	1065	95
3375	116	-19	1067	95
3376	116	-19	1069	95
3377	115	-20	1071	96
3378	115	-20	1073	96
3379	115	-20	1075	96
3380	115	-20	1077	96
3381	115	-20	1079	96
3382	115	-20	1081	96
3383	115	-20	1083	96
3384	115	-20	1084	96
3385	114	-21	1086	96
3386	114	-21	1088	96
3387	114	-21	1090	96
3388	114	-21	1092	97
3389	114	-21	1093	97
3390	114	-21	1095	97
3391	114	-21	1097	97
3392	114	-21	1098	97
3393	113	-21	1100	97
3394	113	-22	1102	97
3395	113	-22	1103	97
3396	113	-22	1105	97
3397	113	-22	1106	97
3398	113	-22	1108	97
3399	113	-22	1110	97
3400	113	-22	1111	97
3401	113	-22	1113	98
3402	112	-22	1114	98
3403	112	-23	1115	98
3404	112	-23	1117	98
3405	112	-23	1118	98
3406	112	-23	1120	98
3407	112	-23	1121	98
3408	112	-23	1122	98
3409	112	-23	1124	98
3410	112	-23	1125	98
3411	112	-23	1126	98
3412	111	-23	1128	98
3413	111	-23	1129	98
3414	111	-23	1130	98
3415	111	-24	1131	98
3416	111	-24	1132	98
3417	111	-24	1134	98
3418	111	-24	1135	99
3419	111	-24	1136	99
3420	111	-24	1137	99
3421	111	-24	1138	99
3422	111	-24	1139	99
3423	111	-24	1140	99
3424	110	-24	1141	99
3425	110	-24	1142	99
3426	110	-24	1143	99
3427	110	-24	1144	99
3428	110	-24	1145	99
3429	110	-24	1146	99
3430	110	-24	1147	99
3431	110	-25	1148	99
3432	110	-25	1148	99
3433	110	-25	1149	99
3434	110	-25	1150	99
3435	110	-25	1151	99
3436	110	-25	1152	99
3437	110	-25	1152	99
3438	110	-25	1153	99
3439	109	-25	1154	99
3440	109	-25	1154	99
3441	109	-25	1155	100
3442	109	-25	1156	100
3443	109	-25	1156	100
3444	109	-25	1157	100
3445	109	-25	1158	100
3446	109	-25	1158	100
3447	109	-25	1159	100
3448	109	-25	1159	100
3449	109	-25	1160	100
3450	109	-25	1160	100
3451	109	-25	1161	100
3452	109	-25	1161	100
3453	109	-25	1162	100
3454	109	-25	1162	100
3455	109	-25	1162	100
3456	109	-25	1163	100
3457	109	-25	1163	100
3458	109	-25	1163	100
3459	109	-26	1164	100
3460	109	-26	1164	100
3461	109	-26	1164	100
3462	109	-26	1164	100
3463	109	-26	1165	100
3464	109	-26	1165	100
3465	109	-26	1165	100
3466	109	-26	1165	100
3467	109	-26	1165	100
3468	109	-26	1165	100
3469	109	-26	1165	100
3470	109	-26	1166	100
3471	109	-26	1166	100
3472	109	-26	1166	100
3473	109	-26	1166	100
3474	109	-26	1166	100
3475	109	-26	1166	100
3476	109	-26	1166	100
3477	109	-26	1166	100
3478	109	-26	1166	100
3479	109	-26	1166	100
3480	109	-26	1166	100
3481	109	-26	1166	100
3482	109	-26	1166	100
3483	109	-26	1166	100
3484	109	-26	1166	100
3485	109	-26	1166	100
3486	109	-26	1166	100
3487	109	-26	1166	100
3488	109	-26	1166	100
3489	109	-26	1166	100
3490	109	-26	1166	100
3491	108	-26	1166	100
3492	108	-26	1166	100
3493	108	-26	1166	100
3494	108	-26	1166	100
3495	108	-26	1166	100
3496	108	-26	1166	100
3497	108	-26	1166	100
3498	108	-26	1166	100
3499	108	-26	1166	100
3500	108	-26	1166	100
3501	108	-26	1166	100
3502	108	-26	1166	100
3503	108	-26	1166	100
3504	108	-26	1166	100
3505	108	-26	1167	100
3506	108	-26	1167	100
3507	108	-26	1167	100
3508	108	-26	1167	100
3509	108	-26	1167	100
3510	108	-26	1167	100
3511	108	-26	1167	100
3512	108	-26	1167	100
3513	108	-26	1167	100
3514	108	-26	1167	100
3515	108	-26	1167	100
3516	108	-26	1167	100
3517	108	-26	1167	100
3518	108	-26	1167	100
3519	108	-26	1167	100
3520	108	-26	1168	100
3521	108	-26	1168	100
3522	108	-26	1168	100
3523	108	-26	1168	100
3524	108	-26	1168	100
3525	108	-26	1168	100
3526	108	-26	1168	100
3527	108	-26	1168	100
3528	108	-26	1168	100
3529	108	-26	1168	100
3530	108	-26	1168	100
3531	108	-26	1169	100
3532	108	-26	1169	100
3533	108	-26	1169	100
3534	108	-26	1169	100
3535	108	-26	1169	100
3536	108	-26	1169	100
3537	108	-26	1169	100
3538	108	-26	1169	100
3539	108	-26	1169	100
3540	108	-26	1170	100
3541	108	-26	1170	100
3542	108	-26	1170	100
3543	108	-26	1170	100
3544	108	-26	1170	100
3545	108	-26	1170	100
3546	108	-26	1170	100
3547	108	-26	1170	100
3548	108	-26	1171	100
3549	108	-26	1171	100
3550	108	-26	1171	100
3551	108	-26	1171	100
3552	108	-26	1171	100
3553	108	-26	1171	100
3554	108	-26	1171	100
3555	108	-26	1172	100
3556	107	-26	1172	100
3557	107	-26	1172	100
3558	107	-26	1172	100
3559	107	-26	1172	100
3560	107	-26	1172	100
3561	107	-26	1172	100
3562	107	-26	1173	100
3563	107	-26	1173	100
3564	107	-26	1173	100
3565	107	-26	1173	100
3566	107	-26	1173	100
3567	107	-26	1173	100
3568	107	-26	1174	100
3569	107	-26	1174	100
3570	107	-26	1174	100
3571	107	-26	1174	100
3572	107	-26	1174	100
3573	107	-26	1174	100
3574	107	-26	1175	100
3575	107	-26	1175	100
3576	107	-26	1175	100
3577	107	-26	1175	100
3578	107	-26	1175	100
3579	107	-26	1176	100
3580	107	-26	1176	100
3581	107	-26	1176	100
3582	107	-26	1176	100
3583	107	-26	1176	100
3584	107	-26	1177	100
3585	107	-26	1177	100
3586	107	-26	1177	100
3587	107	-26	1177	100
3588	106	-26	1177	100
3589	106	-26	1178	100
3590	106	-26	1178	100
3591	106	-26	1178	100
3592	106	-26	1178	100
3593	106	-26	1178	100
3594	106	-26	1179	100
3595	106	-26	1179	100
3596	106	-26	1179	100
3597	106	-26	1179	100
3598	106	-26	1179	100
3599	106	-26	1180	100
3600	106	-26	1180	100
3601	106	-26	1180	100
3602	106	-26	1180	100
3603	106	-26	1181	100
3604	106	-26	1181	100
3605	106	-26	1181	100
3606	106	-27	1181	100
3607	106	-27	1182	100
3608	106	-27	1182	100
3609	106	-27	1182	100
3610	106	-27	1182	100
3611	106	-27	1183	100
3612	106	-27	1183	100
3613	105	-27	1183	100
3614	105	-27	1183	100
3615	105	-27	1184	100
3616	105	-27	1184	100
3617	105	-27	1184	100
3618	105	-27	1184	100
3619	105	-27	1185	100
3620	105	-27	1185	100
3621	105	-27	1185	100
3622	105	-27	1185	100
3623	105	-27	1186	100
3624	105	-27	1186	100
3625	105	-27	1186	100
3626	105	-27	1186	100
3627	105	-27	1187	100
3628	105	-27	1187	100
3629	105	-27	1187	100
3630	105	-27	1188	100
3631	105	-27	1188	100
3632	105	-27	1188	100
3633	105	-27	1188	100
3634	104	-27	1189	100
3635	104	-27	1189	100
3636	104	-27	1189	100
3637	104	-27	1190	100
3638	104	-27	1190	100
3639	104	-27	1190	100
3640	104	-27	1190	100
3641	104	-27	1191	100
3642	104	-27	1191	100
3643	104	-27	1191	100
3644	104	-27	1192	100
3645	104	-27	1192	100
3646	104	-27	1192	100
3647	104	-27	1193	100
3648	104	-27	1193	100
3649	104	-27	1193	100
3650	104	-27	1194	100
3651	104	-27	1194	100
3652	103	-27	1194	100
3653	103	-27	1194	100
3654	103	-27	1195	100
3655	103	-27	1195	100
3656	103	-27	1195	100
3657	103	-27	1196	100
3658	103	-27	1196	100
3659	103	-27	1196	100
3660	103	-27	1197	100
3661	103	-27	1197	100
3662	103	-27	1197	100
3663	103	-27	1198	100
3664	103	-27	1198	100
3665	103	-27	1198	100
3666	103	-27	1199	100
3667	103	-27	1199	100
3668	103	-27	1200	100
3669	102	-27	1200	100
3670	102	-27	1200	100
3671	102	-27	1201	100
3672	102	-27	1201	100
3673	102	-28	1201	100
3674	102	-28	1202	100
3675	102	-28	1202	100
3676	102	-28	1202	100
3677	102	-28	1203	100
3678	102	-28	1203	100
3679	102	-28	1203	100
3680	102	-28	1204	100
3681	102	-28	1204	100
3682	102	-28	1205	100
3683	102	-28	1205	100
3684	101	-28	1205	100
3685	101	-28	1206	100
3686	101	-28	1206	100
3687	101	-28	1206	100
3688	101	-28	1207	100
3689	101	-28	1207	100
3690	101	-28	1208	100
3691	101	-28	1208	100
3692	101	-28	1208	100
3693	101	-28	1209	100
3694	101	-28	1209	100
3695	101	-28	1210	100
3696	101	-28	1210	100
3697	101	-28	1210	100
3698	101	-28	1211	100
3699	100	-28	1211	100
3700	100	-28	1212	100
3701	100	-28	1212	100
3702	100	-28	1212	100
3703	100	-28	1213	100
3704	100	-28	1213	100
3705	100	-28	1214	100
3706	100	-28	1214	100
3707	100	-28	1214	100
3708	100	-28	1215	100
3709	100	-28	1215	100
3710	100	-28	1216	100
3711	100	-28	1216	100
3712	99	-28	1217	100
3713	99	-28	1217	100
3714	99	-28	1217	100
3715	99	-28	1218	100
3716	99	-28	1218	100
3717	99	-28	1219	100
3718	99	-28	1219	100
3719	99	-28	1220	100
3720	99	-28	1220	100
3721	99	-28	1221	100
3722	99	-28	1221	100
3723	99	-28	1221	100
3724	99	-28	1222	100
3725	98	-28	1222	100
3726	98	-28	1223	100
3727	98	-28	1223	100
3728	98	-28	1224	100
3729	98	-29	1224	100
3730	98	-29	1225	100
3731	98	-29	1225	100
3732	98	-29	1226	100
3733	98	-29	1226	100
3734	98	-29	1226	100
3735	98	-29	1227	100
3736	98	-29	1227	100
3737	97	-29	1228	100
3738	97	-29	1228	100
3739	97	-29	1229	100
3740	97	-29	1229	100
3741	97	-29	1230	100
3742	97	-29	1230	100
3743	97	-29	1231	100
3744	97	-29	1231	100
3745	97	-29	1232	100
3746	97	-29	1232	100
3747	97	-29	1233	100
3748	96	-29	1233	100
3749	96	-29	1234	100
3750	96	-29	1234	100
3751	96	-29	1235	100
3752	96	-29	1235	100
3753	96	-29	1236	100
3754	96	-29	1236	100
3755	96	-29	1237	100
3756	96	-29	1237	100
3757	96	-29	1238	100
3758	96	-29	1238	100
3759	95	-29	1239	100
3760	95	-29	1239	100
3761	95	-29	1240	100
3762	95	-29	1240	100
3763	95	-29	1241	100
3764	95	-29	1241	100
3765	95	-29	1242	100
3766	95	-29	1242	100
3767	95	-29	1243	100
3768	95	-29	1243	100
3769	95	-29	1244	100
3770	94	-29	1244	100
3771	94	-29	1245	100
3772	94	-29	1246	100
3773	94	-29	1246	100
3774	94	-29	1247	100
3775	94	-29	1247	100
3776	94	-29	1248	100
3777	94	-29	1248	100
3778	94	-29	1249	100
3779	94	-29	1249	100
3780	93	-29	1250	100
3781	93	-29	1250	100
3782	93	-29	1251	100
3783	93	-30	1252	100
3784	93	-30	1252	100
3785	93	-30	1253	100
3786	93	-30	1253	100
3787	93	-30	1254	100
3788	93	-30	1254	100
3789	93	-30	1255	100
3790	92	-30	1255	100
3791	92	-30	1256	100
3792	92	-30	1257	100
3793	92	-30	1257	100
3794	92	-30	1258	100
3795	92	-30	1258	100
3796	92	-30	1259	100
3797	92	-30	1260	100
3798	92	-30	1260	100
3799	91	-30	1261	100
3800	91	-30	1261	100
3801	91	-30	1262	100
3802	91	-30	1262	100
3803	91	-30	1263	100
3804	91	-30	1264	100
3805	91	-30	1264	100
3806	91	-30	1265	100
3807	91	-30	1265	100
3808	90	-30	1266	100
3809	90	-30	1267	100
3810	90	-30	1267	100
3811	90	-30	1268	100
3812	90	-30	1268	100
3813	90	-30	1269	100
3814	90	-30	1270	100
3815	90	-30	1270	100
3816	90	-30	1271	100
3817	89	-30	1272	100
3818	89	-30	1272	100
3819	89	-30	1273	100
3820	89	-30	1273	100
3821	89	-30	1274	100
3822	89	-30	1275	100
3823	89	-30	1275	100
3824	89	-30	1276	100
3825	89	-30	1277	100
3826	88	-30	1277	100
3827	88	-30	1278	100
3828	88	-30	1278	100
3829	88	-30	1279	100
3830	88	-30	1280	100
3831	88	-30	1280	100
3832	88	-30	1281	100
3833	88	-30	1282	100
3834	88	-30	1282	100
3835	87	-30	1283	100
3836	87	-30	1284	100
3837	87	-30	1284	100
3838	87	-30	1285	100
3839	87	-30	1286	100
3840	87	-30	1286	100
3841	87	-30	1287	100
3842	87	-30	1288	100
3843	86	-30	1288	100
3844	86	-30	1289	100
3845	86	-30	1289	100
3846	86	-30	1290	100
3847	86	-31	1291	100
3848	86	-31	1292	100
3849	86	-31	1292	100
3850	86	-31	1293	100
3851	85	-31	1294	100
3852	85	-31	1294	100
3853	85	-31	1295	100
3854	85	-31	1296	100
3855	85	-31	1296	100
3856	85	-31	1297	100
3857	85	-31	1298	100
3858	85	-31	1298	100
3859	84	-31	1299	100
3860	84	-31	1300	100
3861	84	-31	1300	100
3862	84	-31	1301	100
3863	84	-31	1302	100
3864	84	-31	1303	100
3865	84	-31	1303	100
3866	84	-31	1304	100
3867	83	-31	1305	100
3868	83	-31	1305	100
3869	83	-31	1306	100
3870	83	-31	1307	100
3871	83	-31	1307	100
3872	83	-31	1308	100
3873	83	-31	1309	100
3874	82	-31	1310	100
3875	82	-31	1310	100
3876	82	-31	1311	100
3877	82	-31	1312	100
3878	82	-31	1313	100
3879	82	-31	1313	100
3880	82	-31	1314	100
3881	82	-31	1315	100
3882	81	-31	1315	100
3883	81	-31	1316	100
3884	81	-31	1317	100
3885	81	-31	1318	100
3886	81	-31	1318	100
3887	81	-31	1319	100
3888	81	-31	1320	100
3889	80	-31	1321	100
3890	80	-31	1321	100
3891	80	-31	1322	100
3892	80	-31	1323	100
3893	80	-31	1324	100
3894	80	-31	1324	100
3895	80	-31	1325	100
3896	79	-31	1326	100
3897	79	-31	1327	100
3898	79	-31	1327	100
3899	79	-31	1328	100
3900	79	-31	1329	100
3901	79	-31	1330	100
3902	79	-31	1330	100
3903	78	-31	1331	100
3904	78	-31	1332	100
3905	78	-31	1333	100
3906	78	-31	1334	100
3907	78	-31	1334	100
3908	78	-31	1335	100
3909	78	-31	1336	100
3910	77	-31	1337	100
3911	77	-31	1337	100
3912	77	-31	1338	100
3913	77	-31	1339	100
3914	77	-31	1340	100
3915	77	-31	1341	100
3916	77	-31	1341	100
3917	76	-31	1342	100
3918	76	-31	1343	100
3919	76	-31	1344	100
3920	76	-31	1345	100
3921	76	-31	1345	100
3922	76	-31	1346	100
3923	76	-31	1347	100
3924	75	-31	1348	100
3925	75	-31	1349	100
3926	75	-31	1349	100
3927	75	-31	1350	100
3928	75	-31	1351	100
3929	75	-31	1352	100
3930	74	-31	1353	100
3931	74	-31	1354	100
3932	74	-31	1354	100
3933	74	-31	1355	100
3934	74	-31	1356	100
3935	74	-31	1357	100
3936	74	-31	1358	100
3937	73	-31	1359	100
3938	73	-31	1359	100
3939	73	-31	1360	100
3940	73	-31	1361	100
3941	73	-31	1362	100
3942	73	-31	1363	100
3943	72	-31	1364	100
3944	72	-31	1364	100
3945	72	-31	1365	100
3946	72	-31	1366	100
3947	72	-31	1367	100
3948	72	-31	1368	100
3949	72	-31	1369	100
3950	71	-31	1370	100
3951	71	-31	1370	100
3952	71	-31	1371	100
3953	71	-31	1372	100
3954	71	-31	1373	100
3955	71	-31	1374	100
3956	70	-31	1375	100
3957	70	-31	1376	100
3958	70	-31	1376	100
3959	70	-31	1377	100
3960	70	-31	1378	100
3961	70	-31	1379	100
3962	69	-31	1380	100
3963	69	-31	1381	100
3964	69	-31	1382	100
3965	69	-31	1383	100
3966	69	-31	1383	100
3967	69	-31	1384	100
3968	68	-31	1385	100
3969	68	-31	1386	100
3970	68	-31	1387	100
3971	68	-31	1388	100
3972	68	-31	1389	100
3973	68	-31	1390	100
3974	67	-31	1391	100
3975	67	-31	1391	100
3976	67	-31	1392	100
3977	67	-31	1393	100
3978	67	-31	1394	100
3979	67	-31	1395	100
3980	66	-31	1396	100
3981	66	-31	1397	100
3982	66	-31	1398	100
3983	66	-31	1399	100
3984	66	-31	1400	100
3985	66	-31	1400	100
3986	65	-31	1401	100
3987	65	-31	1402	100
3988	65	-31	1403	100
3989	65	-31	1404	100
3990	65	-31	1405	100
3991	65	-31	1406	100
3992	65	-31	1407	100
3993	64	-31	1408	100
3994	64	-31	1409	100
3995	64	-30	1409	100
3996	64	-30	1410	100
3997	64	-30	1411	100
3998	64	-30	1412	100
3999	63	-30	1413	100
4000	63	-30	1414	100
4001	63	-30	1415	100
4002	63	-30	1416	100
4003	63	-30	1417	100
4004	63	-30	1418	100
4005	62	-30	1418	100
4006	62	-30	1419	100
4007	62	-30	1420	100
4008	62	-30	1421	100
4009	62	-30	1422	100
4010	62	-30	1423	100
4011	61	-30	1424	100
4012	61	-30	1425	100
4013	61	-30	1426	100
4014	61	-30	1427	100
4015	61	-30	1427	100
4016	61	-30	1428	100
4017	60	-30	1429	100
4018	60	-30	1430	100
4019	60	-30	1431	100
4020	60	-30	1432	100
4021	60	-30	1433	100
4022	60	-30	1434	100
4023	59	-30	1435	100
4024	59	-30	1436	100
4025	59	-30	1436	100
4026	59	-30	1437	100
4027	59	-30	1438	100
4028	59	-30	1439	100
4029	58	-30	1440	100
4030	58	-30	1441	100
4031	58	-30	1442	100
4032	58	-30	1443	100
4033	58	-30	1444	100
4034	58	-30	1445	100
4035	57	-30	1445	100
4036	57	-30	1446	100
4037	57	-30	1447	100
4038	57	-30	1448	100
4039	57	-29	1449	100
4040	57	-29	1450	100
4041	56	-29	1451	100
4042	56	-29	1452	100
4043	56	-29	1453	100
4044	56	-29	1454	100
4045	56	-29	1454	100
4046	56	-29	1455	100
4047	55	-29	1456	100
4048	55	-29	1457	100
4049	55	-29	1458	100
4050	55	-29	1459	100
4051	55	-29	1460	100
4052	55	-29	1461	100
4053	54	-29	1462	100
4054	54	-29	1463	100
4055	54	-29	1463	100
4056	54	-29	1464	100
4057	54	-29	1465	100
4058	54	-29	1466	100
4059	53	-29	1467	100
4060	53	-29	1468	100
4061	53	-29	1469	100
4062	53	-29	1470	100
4063	53	-29	1471	100
4064	53	-29	1472	100
4065	52	-29	1472	100
4066	52	-29	1473	100
4067	52	-29	1474	100
4068	52	-29	1475	100
4069	52	-29	1476	100
4070	52	-28	1477	100
4071	52	-28	1478	100
4072	51	-28	1479	100
4073	51	-28	1480	100
4074	51	-28	1481	100
4075	51	-28	1481	100
